data_lancamento;titulo_original;cpb_roe;tipo_obra;pais_obra;publico_total;renda_total;distribuidora;registro_distribuidora;cnpj_distribuidora;ano_lancamento;mes_lancamento;dia_lancamento
2023-06-22;in from the side;E2300066500000;ficção;reino unido;1727;33766.96;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;6;22
2023-06-22;no hard feelings;E2300129700000;ficção;estados unidos;144877;3046342.99;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;6;22
2023-06-22;seus ossos e seus olhos;B1900286800000;ficção;brasil;543;7040.94;descoloniza filmes e producoes artisticas ltda;43301.0;33.427.044/0001-51;2023;6;22
2023-06-22;tinnitus;B2100484600000;ficção;brasil;1201;17158.83;reserva nacional distribuidora de filmes ltda.;11868.0;08.346.733/0001-94;2023;6;22
2023-06-22;to catch a killer (misanthrope);E2300151500000;ficção;estados unidos;34912;859704.88;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;6;22
2023-06-17;j-hope in the box;E2300201500000;documentário;coréia do norte;5298;179937.1;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2023;6;17
2023-06-17;suga: road to d-day;E2300201600000;documentário;coréia do norte;6861;232990.01;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2023;6;17
2023-06-15;bem vindos de novo;B2200132800000;documentário;brasil;2652;38907.6;embauba filmes ltda;23638.0;15.144.532/0001-70;2023;6;15
2023-06-15;medusa deluxe;E2300167000000;ficção;reino unido;3032;47853.62;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;6;15
2023-06-15;remoção;B1301918400000;documentário;brasil;224;3631.37;lapilar producões artisticas ltda;15091.0;08.408.195/0001-15;2023;6;15
2023-06-15;the flash;E2300154900000;ficção;estados unidos;1937585;37455591.76;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;6;15
2023-06-15;the story of my wife;E2300138000000;ficção;alemanha;4635;78465.64;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;6;15
2023-06-08;corpolítica;B2300052100000;documentário;brasil;2185;27497.67;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;6;8
2023-06-08;espera;B2000297200000;documentário;brasil;20;170.56;descoloniza filmes e producoes artisticas ltda;43301.0;33.427.044/0001-51;2023;6;8
2023-06-08;lost transport;E2300118900000;ficção;alemanha;2853;49576.58;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;6;8
2023-06-08;mares do desterro;B2000142400000;ficção;brasil;135;1632.84;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2023;6;8
2023-06-08;the black demon;E2300066900000;ficção;república dominicana;27761;527663.21;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;6;8
2023-06-08;transformers: rise of the beasts;E2300172100000;ficção;estados unidos;1373775;27180060.54;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2023;6;8
2023-06-08;à propos de joan;E2300119200000;ficção;frança;14251;293883.27;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;6;8
2023-06-05;o ep de laura;B2400217600000;ficção;brasil;1259;20007.43;larty mark ltda;4754.0;03.931.658/0001-05;2023;6;5
2023-06-02;suga - agust d tour 'd-day' in japan: live viewing;E2300185700000;vídeomusical;japão;14549;727907.0;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;6;2
2023-06-01;corazon ardiente;E2100477300000;ficção;espanha;3172;51040.5;am de morais producoes e eventos;51361.0;13.489.036/0001-22;2023;6;1
2023-06-01;eo;E2300146500000;ficção;polônia;5852;99100.56;zeta filmes ltda;22936.0;02.469.679/0001-98;2023;6;1
2023-06-01;spider-man: across the spider-verse;E2300084100000;animação;estados unidos;3491059;66263704.44;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;6;1
2023-06-01;the boogeyman;E2300179400000;ficção;estados unidos;77574;1528749.79;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;6;1
2023-06-01;the last bus;E2300137900000;ficção;emirados árabes unidos;10936;197564.73;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;6;1
2023-06-01;urubus;B2300177700000;ficção;brasil;4973;75508.43;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;6;1
2023-06-01;uýra – a retomada da floresta;B2200286600000;documentário;brasil;1173;13723.12;olhar distribuicao de filmes ltda;37242.0;28.083.221/0001-90;2023;6;1
2023-05-28;tomorrow x together world tour act: sweet mirage in la : live viewing;E2300179700000;vídeomusical;coréia do sul;8054;294979.0;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;5;28
2023-05-25;about my father;E2300125700000;ficção;estados unidos;13021;287960.04;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;5;25
2023-05-25;champions;E2300084200000;ficção;estados unidos;5420;116275.28;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;5;25
2023-05-25;diga o que quiser! eu vou ser feliz a beça!;B2300099600000;documentário;brasil;268;2415.0;interagir cultural producoes cinematograficas ltda;39351.0;29.942.476/0001-23;2023;5;25
2023-05-25;my neighbor adolf;E2200498300000;ficção;colômbia;12896;266335.88;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;5;25
2023-05-25;roger waters live - this is not a drill;E2300170500000;vídeomusical;república tcheca;5631;224598.0;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;5;25
2023-05-25;sons of ramsés;E2300064500000;ficção;frança;628;11724.27;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;5;25
2023-05-25;sword art online the movie - progressive- scherzo of deep night;E2300174500000;animação;japão;2029;43159.39;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;5;25
2023-05-25;the little mermaid;E2300125900000;ficção;estados unidos;4208659;85233977.61;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;5;25
2023-05-18;a alma quer voar;B2100203300000;ficção;brasil;93;1011.87;retrato filmes ltda;40992.0;31.296.141/0001-27;2023;5;18
2023-05-18;a ruptura;B2100075900000;documentário;brasil;28;204.75;fraiha produções de eventos e editora ltda;298.0;00.538.914/0001-00;2023;5;18
2023-05-18;fast x;E2300058300000;ficção;estados unidos;6567043;134886554.76;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;5;18
2023-05-18;o mestre da fumaça;B2200261700000;ficção;brasil;2965;49706.6;lanca distribuidora de filmes ltda;25115.0;18.384.267/0001-95;2023;5;18
2023-05-18;one true loves;E2300066600000;ficção;estados unidos;8178;193450.31;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;5;18
2023-05-11;a cidade dos abismos;B1900611200000;ficção;brasil;936;10950.0;boulevard filmes ltda;17484.0;12.126.484/0001-07;2023;5;11
2023-05-11;as órfãs da rainha;B2200102500000;ficção;brasil;2349;42298.63;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2023;5;11
2023-05-11;barraco de família;B2200313700000;ficção;brasil;950;20783.51;synapse brazil licenciamento de direitos audiovisuais ltda;277.0;02.185.369/0001-41;2023;5;11
2023-05-11;bed rest;E2200493000000;ficção;estados unidos;60277;1170182.26;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;5;11
2023-05-11;book club: the next chapter;E2300058200000;ficção;estados unidos;36316;882804.78;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;5;11
2023-05-11;crônica de uma cidade partida;B1900247200000;documentário;brasil;314;4781.9;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2023;5;11
2023-05-11;love again;E2300042700000;ficção;estados unidos;69970;1541563.98;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;5;11
2023-05-11;mafia mamma;E2300074000000;ficção;reino unido;19934;424341.53;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;5;11
2023-05-11;no bears;E2300119300000;ficção;irã;7573;134283.4;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;5;11
2023-05-11;o homem cordial;B1900461300000;ficção;brasil;5503;95852.9;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;5;11
2023-05-11;olha pra elas;B2000414400000;documentário;brasil;381;5179.07;panda filmes ltda;941.0;04.980.287/0001-14;2023;5;11
2023-05-04;a primeira morte de joana;B2100282100000;ficção;brasil;3922;51771.13;lanca distribuidora de filmes ltda;25115.0;18.384.267/0001-95;2023;5;4
2023-05-04;bem-vinda violeta;B2300147900000;ficção;argentina;4616;74814.94;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;5;4
2023-05-04;dos 3 aos 3;B2300061600000;documentário;brasil;3547;59033.74;embauba filmes ltda;23638.0;15.144.532/0001-70;2023;5;4
2023-05-04;el ultimo llamado de maría;E2300121700000;documentário;panamá;22493;370870.33;am de morais producoes e eventos;51361.0;13.489.036/0001-22;2023;5;4
2023-05-04;empate;B1900189800000;documentário;brasil;148;1668.76;descoloniza filmes e producoes artisticas ltda;43301.0;33.427.044/0001-51;2023;5;4
2023-05-04;guardians of the galaxy vol. 3;E2300129900000;ficção;estados unidos;4445679;91036095.82;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;5;4
2023-05-04;houria;E2300024900000;ficção;bélgica;4626;81850.28;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;5;4
2023-05-04;rodeo;E2300061300000;ficção;frança;534;8235.22;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;5;4
2023-05-03;seu amor de volta (mesmo que ele não queira);B1900336500000;documentário;brasil;404;2730.0;extrato de cinema produções e serviços cinematográficos ltda;27412.0;13.124.984/0001-64;2023;5;3
2023-05-02;an american in paris;E1500296700000;ficção;estados unidos;10;200.0;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;5;2
2023-05-01;rebel without a cause;E1500194200000;ficção;estados unidos;4;80.0;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;5;1
2023-04-27;death of nintendo;E2300024600000;ficção;filipinas;340;4103.32;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;4;27
2023-04-27;jair rodrigues - deixa que digam;B2100027200000;documentário;brasil;2430;37636.87;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2023;4;27
2023-04-27;knights of the zodiac;E2300118800000;animação;japão;260042;5194838.35;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;4;27
2023-04-27;left behind: rise of the antichrist;E2300033000000;ficção;canadá;161035;3009846.94;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2023;4;27
2023-04-27;mãe;B1800479500000;ficção;brasil;44;514.8;forte filmes produções artísticas ltda;12699.0;08.787.497/0001-41;2023;4;27
2023-04-27;natureza morta;B2100027500000;ficção;brasil;200;1771.74;livres distribuidora de audivisual ltda me;21870.0;15.263.576/0001-19;2023;4;27
2023-04-27;renfield;E2300058400000;ficção;estados unidos;42774;881983.17;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;4;27
2023-04-27;sadako dx;E2300107800000;ficção;japão;78984;1549226.67;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;4;27
2023-04-20;a terra negra dos kawa;B1900050700000;ficção;brasil;682;9889.32;livres distribuidora de audivisual ltda me;21870.0;15.263.576/0001-19;2023;4;20
2023-04-20;beau is afraid;E2300037300000;ficção;canadá;38517;873679.15;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;4;20
2023-04-20;evil dead rise;E2300040700000;ficção;estados unidos;1097364;21138556.81;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;4;20
2023-04-20;ninguém é de ninguém;B2300126700000;ficção;brasil;140414;2962441.41;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;4;20
2023-04-20;o homem de lagoa santa;B1500150500000;ficção;brasil;551;7112.88;filmes do rio de janeiro ltda.;1517.0;68.780.527/0001-10;2023;4;20
2023-04-20;pacifiction;E2300110800000;ficção;alemanha;641;10176.34;p & m distribuidora de filmes ltda;31931.0;22.910.081/0001-08;2023;4;20
2023-04-20;rio doce;B2300103200000;ficção;brasil;1328;11973.39;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;4;20
2023-04-20;the three musketeers: d’artagnan;E2300010700000;ficção;frança;105668;2471073.91;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;4;20
2023-04-13;beautiful disaster;E2200425300000;ficção;estados unidos;29044;559216.28;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;4;13
2023-04-13;dungeons & dragons: honor among thieves;E2300042500000;ficção;canadá;1101533;22367898.57;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2023;4;13
2023-04-13;evolution;E2300121800000;ficção;alemanha;857;16740.77;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;4;13
2023-04-13;god's creatures;E2300007100000;ficção;estados unidos;3061;55857.3;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2023;4;13
2023-04-13;heaven in hell;E2300049000000;ficção;polônia;6026;140945.45;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;4;13
2023-04-13;il colibri;E2200464400000;ficção;suécia;3933;70153.25;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;4;13
2023-04-13;o lodo;B2000240100000;ficção;brasil;3290;53565.54;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2023;4;13
2023-04-13;o pastor e o guerrilheiro;B2300121300000;ficção;brasil;4679;72237.11;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;4;13
2023-04-13;para'í;B1800418500000;ficção;brasil;2088;20415.3;descoloniza filmes e producoes artisticas ltda;43301.0;33.427.044/0001-51;2023;4;13
2023-04-13;suzume;E2300084000000;animação;japão;46168;965579.08;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;4;13
2023-04-06;air;E2300057500000;ficção;estados unidos;184999;5662405.77;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;4;6
2023-04-06;broker;E2300004000000;ficção;japão;11392;234489.68;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;4;6
2023-04-06;the pope´s exorcist;E2300042900000;ficção;estados unidos;739210;14416780.72;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;4;6
2023-04-06;the super mario bros. movie;E2300052300000;animação;estados unidos;6626435;133580548.6;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;4;6
2023-03-30;cocaine bear;E2300011300000;ficção;estados unidos;56722;1073703.74;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;3;30
2023-03-30;demon slayer: to the swordsmith village;E2300055900000;animação;japão;151120;3191235.69;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;3;30
2023-03-30;la niña de la comunión;E2300025100000;ficção;espanha;29030;553042.56;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;3;30
2023-03-30;marlowe;E2200498600000;ficção;estados unidos;6123;135188.86;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;3;30
2023-03-30;memória sufocada;B2300028000000;documentário;brasil;1598;20419.46;embauba filmes ltda;23638.0;15.144.532/0001-70;2023;3;30
2023-03-30;noites alienígenas;B2200250200000;ficção;brasil;6963;105120.87;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;3;30
2023-03-30;o circo voltou;B2300065800000;documentário;brasil;182;2280.49;lira filmes produções ltda me;28406.0;21.054.261/0001-64;2023;3;30
2023-03-30;tchaikovsky's wife;E2200441600000;ficção;frança;14373;288723.94;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;3;30
2023-03-30;the five devils;E2300065300000;ficção;frança;1440;19408.3;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;3;30
2023-03-30;um samurai em são paulo;B2200210800000;documentário;brasil;517;8542.67;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2023;3;30
2023-03-30;une jeune fille qui va bien;E2300025500000;ficção;frança;6962;114322.01;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;3;30
2023-03-23;além de nós;B2200146300000;ficção;brasil;403;6250.24;panda filmes ltda;941.0;04.980.287/0001-14;2023;3;23
2023-03-23;john wick: chapter 4;E2200418700000;ficção;estados unidos;2413353;50775671.03;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;3;23
2023-03-23;la situación;B2300037500000;ficção;brasil;9653;176711.61;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;3;23
2023-03-23;o rio do desejo;B2000251400000;ficção;brasil;7777;113732.24;gullane entretenimento s.a.;848.0;01.378.559/0001-12;2023;3;23
2023-03-23;rama pankararu;B2300022300000;ficção;brasil;521;5385.9;copa filmes e produções artisticas ltda.;16573.0;01.386.569/0001-08;2023;3;23
2023-03-23;raquel 1:1;B2200215900000;ficção;brasil;1223;16200.34;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;3;23
2023-03-23;skinamarink;E2300066800000;ficção;canadá;1798;32270.89;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;3;23
2023-03-23;the son;E2200448900000;ficção;frança;14788;357902.19;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;3;23
2023-03-16;biocêntricos;B2200244600000;documentário;brasil;3408;65521.36;aiuê produtora e editora ltda - me;18678.0;09.225.539/0001-13;2023;3;16
2023-03-16;en roue libre;E2300066300000;ficção;frança;2171;37277.69;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;3;16
2023-03-16;medusa;B2200442800000;ficção;brasil;2329;21923.67;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;3;16
2023-03-16;segundo tempo;B1900417800000;ficção;brasil;860;14080.47;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;3;16
2023-03-16;shazam! fury of the gods;E2200308700000;ficção;estados unidos;959700;18075291.05;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;3;16
2023-03-16;vai corinthians!;B2300008500000;documentário;brasil;1849;29508.16;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2023;3;16
2023-03-13;monumental super kids;B2300031000000;ficção;brasil;10206;55030.0;luciano da luz moucks;2985.0;02.743.258/0001-03;2023;3;13
2023-03-09;65;E2300025600000;ficção;estados unidos;238812;4690270.17;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;3;9
2023-03-09;a porta ao lado;B2200325000000;ficção;brasil;1017;13575.99;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;3;9
2023-03-09;belchior - apenas um coração selvagem;B2200344300000;documentário;brasil;2389;34422.44;clario filmes ltda;31586.0;22.889.475/0001-13;2023;3;9
2023-03-09;belchior - apenas um coração selvagem;B2200344300000;documentário;brasil;18;234.0;kompanhia teatro multimídia de são paulo;57643.0;60.740.149/0001-39;2023;3;9
2023-03-09;quando falta o ar;B2200114000000;documentário;brasil;5625;67958.28;paranoid filmes ltda;16180.0;11.140.814/0001-48;2023;3;9
2023-03-09;scream vi;E2300042800000;ficção;estados unidos;1239794;23941788.3;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2023;3;9
2023-03-02;close;E2200464700000;ficção;bélgica;57021;1069781.55;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;3;2
2023-03-02;corazon de padre;E2200352800000;religiosa;espanha;70085;1194301.62;am de morais producoes e eventos;51361.0;13.489.036/0001-22;2023;3;2
2023-03-02;creed iii;E2200464000000;ficção;estados unidos;854377;17014420.12;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;3;2
2023-03-02;eneida;B2200402400000;documentário;brasil;690;6603.32;maquina filmes ltda;1191.0;81.183.527/0001-09;2023;3;2
2023-03-02;les promesses;E2200444500000;ficção;frança;3251;55434.27;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;3;2
2023-03-02;missing;E2200454500000;ficção;estados unidos;88704;1704554.99;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;3;2
2023-03-02;muribeca;B2200015500000;documentário;brasil;462;4520.62;descoloniza filmes e producoes artisticas ltda;43301.0;33.427.044/0001-51;2023;3;2
2023-03-02;rio, negro;B2300023700000;documentário;brasil;657;12050.54;pipa nativa produção cultural ltda;5467.0;05.933.574/0001-36;2023;3;2
2023-03-02;two witches;E2300036700000;ficção;estados unidos;10503;217189.06;synapse brazil licenciamento de direitos audiovisuais ltda;277.0;02.185.369/0001-41;2023;3;2
2023-03-02;women talking;E2300033800000;ficção;estados unidos;34834;769570.39;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;3;2
2023-02-25;boy george and culture club “one world, one love”;E2300061100000;vídeomusical;estados unidos;14;440.68;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;2;25
2023-02-23;13 exorcismos;E2200426000000;ficção;espanha;117782;2251037.77;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;2;23
2023-02-23;mato seco em chamas;B2000076800000;ficção;brasil;2270;20869.61;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;2;23
2023-02-23;maybe i do;E2200493400000;ficção;estados unidos;81198;2062729.74;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;2;23
2023-02-23;mummies;E2200464500000;animação;espanha;347362;6629854.58;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;2;23
2023-02-23;the whale;E2300007400000;ficção;estados unidos;446799;10947565.35;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2023;2;23
2023-02-16;ant-man and the wasp: quantumania;E2300011200000;ficção;estados unidos;2728811;56207439.45;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;2;16
2023-02-16;matar a pinochet;E2300004400000;ficção;chile;456;6517.2;a2 distribuidora de filmes ltda epp;34811.0;18.338.912/0001-33;2023;2;16
2023-02-16;rock dog 3: battle the beat;E2300004100000;animação;estados unidos;25985;368168.74;playarte pictures entretenimentos ltda.;443.0;00.943.231/0001-39;2023;2;16
2023-02-16;the texas chain saw massacre;E2300007300000;ficção;estados unidos;5563;76914.91;synapse brazil licenciamento de direitos audiovisuais ltda;277.0;02.185.369/0001-41;2023;2;16
2023-02-16;triangle of sadness;E2200390400000;ficção;alemanha;50725;1024589.12;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;2;16
2023-02-09;desapega;B2200504100000;ficção;brasil;153466;1702598.56;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2023;2;9
2023-02-09;enaldinho e o mistério da lagoa.;B2300014400000;ficção;brasil;47768;767672.4;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2023;2;9
2023-02-09;my father histories;E2300007200000;ficção;frança;1443;17600.55;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;2;9
2023-02-09;pearl;E2200448800000;ficção;estados unidos;114270;1351024.68;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2023;2;9
2023-02-09;perlimps;B2200508100000;animação;brasil;3217;34864.38;vitrine filmes ltda;16713.0;11.620.976/0001-83;2023;2;9
2023-02-09;poropopó;B2000202100000;ficção;brasil;256;2942.55;livres distribuidora de audivisual ltda me;21870.0;15.263.576/0001-19;2023;2;9
2023-02-09;sinfonia de um homem comum;B2200243000000;documentário;brasil;15;181.95;bretz filmes distribuidora e produtora ltda - epp;19243.0;39.079.678/0001-47;2023;2;9
2023-02-09;the offering;E2300002600000;ficção;estados unidos;331347;3710920.24;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;2;9
2023-02-09;the tiger's nest;E2200449000000;ficção;índia;21521;244505.88;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2023;2;9
2023-02-09;till;E2200377200000;ficção;estados unidos;14222;218603.11;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;2;9
2023-02-02;andança - os encontros e as memórias de beth carvalho;B2300008100000;documentário;brasil;9752;134832.28;tv zero cinema ltda;4586.0;03.360.320/0001-40;2023;2;2
2023-02-02;hunt;E2200427600000;ficção;coréia do sul;2389;30007.42;synapse brazil licenciamento de direitos audiovisuais ltda;277.0;02.185.369/0001-41;2023;2;2
2023-02-02;knock at the cabin;E2300000600000;ficção;estados unidos;329715;4704060.61;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;2;2
2023-02-02;project gemini;E2200440800000;ficção;rússia;33468;583559.83;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;2;2
2023-02-02;the amazing maurice;E2200418300000;animação;alemanha;92124;1361943.12;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2023;2;2
2023-02-02;the banshees of inisherin;E2200459600000;ficção;estados unidos;77908;1668325.7;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;2;2
2023-02-01;um jóquei cearense na coreia;B2200496400000;documentário;brasil;342;3305.52;embauba filmes ltda;23638.0;15.144.532/0001-70;2023;2;1
2023-01-26;a man called otto;E2200376900000;ficção;estados unidos;308152;6366281.37;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;1;26
2023-01-26;a última festa;B2200343300000;ficção;portugal;1624;30927.12;h2o distribuidora de filmes ltda;21541.0;15.372.472/0001-42;2023;1;26
2023-01-26;plane;E2200401500000;ficção;estados unidos;286894;4945924.04;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2023;1;26
2023-01-26;the devil conspiracy;E2200460700000;ficção;república tcheca;55540;1006398.05;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2023;1;26
2023-01-26;tár;E2200400100000;ficção;estados unidos;59935;1328503.67;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;1;26
2023-01-19;babylon;E2200417600000;ficção;estados unidos;90930;2303683.09;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2023;1;19
2023-01-19;boy from heaven;E2200462600000;ficção;dinamarca;3011;48674.78;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2023;1;19
2023-01-19;chef jack, o cozinheiro aventureiro;B2200143600000;animação;brasil;50761;857481.95;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;1;19
2023-01-19;fervo;B2200412400000;ficção;brasil;11517;213433.0;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2023;1;19
2023-01-19;holy spider;E2200464800000;ficção;alemanha;5046;77802.89;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2023;1;19
2023-01-19;lô borges – toda essa água;B2100464300000;documentário;brasil;49;502.5;ludwig maia arthouse distribuidora de filmes ltda;22808.0;05.249.852/0001-30;2023;1;19
2023-01-19;m3gan;E2200415600000;ficção;estados unidos;1763025;27748317.82;warner bros. (south) inc.;265.0;33.015.827/0001-28;2023;1;19
2023-01-19;regra 34;B2300001100000;ficção;brasil;6104;87157.22;reserva nacional distribuidora de filmes ltda.;11868.0;08.346.733/0001-94;2023;1;19
2023-01-12;corsage;E2200441300000;ficção;áustria;10961;203001.49;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2023;1;12
2023-01-12;i wanna dance with somebody;E2200345000000;ficção;estados unidos;258714;5865367.27;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2023;1;12
